account_id,owner_client_id,owner_disp_id,num_acct_users,owner_birth_date,statement_freq,card_type,card_issue_date,acct_start_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
161,194,194,1,1924-12-20,POPLATEK MESICNE,,,1994-07-04,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
162,195,195,2,1919-11-18,POPLATEK MESICNE,,,1993-08-25,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
163,197,197,1,1933-04-25,POPLATEK MESICNE,,,1993-01-27,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
164,198,198,1,1976-07-14,POPLATEK MESICNE,,,1996-09-13,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
165,199,199,2,1923-06-21,POPLATEK MESICNE,,,1993-06-01,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
166,201,201,1,1930-08-19,POPLATEK MESICNE,,,1996-08-20,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
167,202,202,1,1976-11-21,POPLATEK TYDNE,classic,1997-10-01,1996-02-26,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
168,203,203,2,1962-06-10,POPLATEK MESICNE,,,1993-04-27,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
169,205,205,1,1942-06-15,POPLATEK MESICNE,,,1995-09-28,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
170,206,206,1,1963-04-13,POPLATEK MESICNE,,,1996-07-02,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
171,207,207,1,1932-05-20,POPLATEK MESICNE,,,1996-06-08,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
172,208,208,2,1940-06-25,POPLATEK MESICNE,classic,1998-10-21,1993-08-30,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
173,210,210,2,1939-11-30,POPLATEK MESICNE,,,1993-11-26,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
174,212,212,1,1975-02-10,POPLATEK MESICNE,,,1996-09-04,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
176,215,215,1,1967-09-24,POPLATEK TYDNE,,,1996-08-12,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
177,216,216,1,1960-01-30,POPLATEK MESICNE,,,1997-09-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
178,217,217,1,1974-12-22,POPLATEK MESICNE,,,1997-09-06,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
179,218,218,1,1980-01-23,POPLATEK TYDNE,,,1997-09-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
180,219,219,1,1964-04-02,POPLATEK TYDNE,classic,1998-08-06,1993-12-14,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
181,221,221,1,1977-02-25,POPLATEK MESICNE,junior,1997-12-03,1996-06-11,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354
182,222,222,1,1972-06-29,POPLATEK MESICNE,,,1996-08-24,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
183,223,223,1,1952-02-27,POPLATEK MESICNE,,,1993-12-12,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
184,224,224,1,1955-05-11,POPLATEK MESICNE,,,1996-02-21,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
185,225,225,1,1936-05-10,POPLATEK MESICNE,classic,1998-03-20,1997-07-04,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
186,226,226,1,1942-06-16,POPLATEK TYDNE,,,1993-07-29,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
187,227,227,1,1926-12-18,POPLATEK MESICNE,,,1993-03-28,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
188,228,228,1,1956-03-16,POPLATEK MESICNE,,,1993-04-20,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
189,229,229,1,1969-07-22,POPLATEK MESICNE,,,1997-04-16,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
190,230,230,1,1967-03-10,POPLATEK MESICNE,,,1995-03-02,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
191,231,231,1,1941-02-18,POPLATEK MESICNE,classic,1998-10-07,1997-03-17,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
192,232,232,1,1921-06-17,POPLATEK MESICNE,,,1993-01-08,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
193,233,233,2,1958-12-03,POPLATEK MESICNE,,,1996-12-22,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
194,235,235,1,1943-08-28,POPLATEK MESICNE,,,1996-08-01,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
195,236,236,2,1961-09-01,POPLATEK MESICNE,classic,1998-09-28,1997-02-27,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
196,238,238,1,1961-11-28,POPLATEK MESICNE,classic,1996-04-20,1993-11-14,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
197,239,239,1,1974-09-10,POPLATEK MESICNE,,,1993-02-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
198,240,240,1,1929-06-17,POPLATEK MESICNE,,,1993-10-25,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
199,241,241,1,1959-01-23,POPLATEK MESICNE,,,1996-10-26,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
200,242,242,1,1961-08-01,POPLATEK MESICNE,classic,1996-08-31,1994-07-03,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
201,243,243,1,1954-02-10,POPLATEK MESICNE,,,1994-11-02,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
204,246,246,1,1970-12-28,POPLATEK MESICNE,,,1996-01-13,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
205,247,247,1,1957-05-08,POPLATEK MESICNE,,,1997-10-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
206,248,248,2,1969-12-12,POPLATEK MESICNE,,,1995-04-08,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
207,250,250,1,1979-11-25,POPLATEK MESICNE,,,1993-07-25,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
208,251,251,1,1976-03-03,POPLATEK MESICNE,,,1996-03-27,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
209,252,252,1,1969-09-01,POPLATEK MESICNE,,,1996-11-24,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
210,253,253,1,1947-05-12,POPLATEK MESICNE,,,1996-03-17,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
211,254,254,1,1963-05-30,POPLATEK MESICNE,classic,1998-07-14,1997-07-19,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
212,255,255,1,1951-10-11,POPLATEK TYDNE,classic,1996-10-13,1993-01-20,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
213,256,256,1,1963-02-27,POPLATEK MESICNE,classic,1997-08-31,1995-08-29,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
214,257,257,2,1942-11-04,POPLATEK MESICNE,,,1997-03-09,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117
215,259,259,2,1966-06-08,POPLATEK MESICNE,,,1997-11-25,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
216,261,261,1,1937-12-07,POPLATEK MESICNE,,,1994-05-16,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
217,262,262,1,1945-11-25,POPLATEK MESICNE,,,1995-01-20,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
218,263,263,1,1962-05-20,POPLATEK MESICNE,,,1996-02-06,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
219,264,264,1,1978-08-22,POPLATEK MESICNE,junior,1998-07-28,1995-09-06,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
220,265,265,1,1933-01-07,POPLATEK MESICNE,,,1993-04-09,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
221,266,266,1,1967-08-28,POPLATEK MESICNE,,,1996-10-30,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
222,267,267,1,1967-06-12,POPLATEK MESICNE,classic,1997-08-29,1993-03-15,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
223,268,268,1,1982-05-02,POPLATEK MESICNE,junior,1996-05-17,1995-06-13,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
224,269,269,1,1923-12-03,POPLATEK MESICNE,,,1996-10-27,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
225,270,270,2,1947-03-08,POPLATEK MESICNE,,,1993-07-28,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
226,272,272,1,1944-10-25,POPLATEK MESICNE,classic,1997-12-05,1997-02-23,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
227,273,273,1,1972-05-15,POPLATEK MESICNE,classic,1998-11-10,1995-03-28,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
228,274,274,1,1970-11-25,POPLATEK MESICNE,,,1993-09-28,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
229,275,275,1,1918-11-12,POPLATEK MESICNE,,,1997-06-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
230,276,276,2,1957-06-11,POPLATEK MESICNE,,,1996-02-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
231,278,278,2,1972-12-27,POPLATEK MESICNE,,,1995-04-03,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117
232,280,280,1,1969-12-18,POPLATEK MESICNE,classic,1998-08-13,1997-11-29,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
234,282,282,2,1938-02-24,POPLATEK MESICNE,,,1993-07-15,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
235,284,284,1,1974-08-06,POPLATEK MESICNE,,,1993-10-06,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
236,285,285,2,1954-06-03,POPLATEK MESICNE,,,1996-03-16,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
237,287,287,1,1980-09-09,POPLATEK MESICNE,,,1994-03-25,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
238,288,288,1,1962-04-21,POPLATEK MESICNE,,,1993-08-15,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
239,289,289,1,1958-03-27,POPLATEK TYDNE,,,1993-03-01,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
240,290,290,2,1959-01-12,POPLATEK MESICNE,,,1997-04-28,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
241,292,292,1,1958-09-06,POPLATEK MESICNE,,,1996-09-29,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
242,293,293,1,1943-09-27,POPLATEK MESICNE,,,1996-08-29,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
243,294,294,1,1968-03-21,POPLATEK TYDNE,,,1993-11-06,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
244,295,295,1,1939-03-27,POPLATEK MESICNE,classic,1998-03-10,1993-02-08,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
245,296,296,1,1974-03-01,POPLATEK MESICNE,,,1993-11-25,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
246,297,297,2,1924-03-15,POPLATEK MESICNE,,,1997-12-20,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
248,300,300,1,1957-07-30,POPLATEK MESICNE,,,1995-04-02,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
249,301,301,1,1942-01-10,POPLATEK MESICNE,,,1996-12-03,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
250,302,302,1,1971-02-23,POPLATEK MESICNE,,,1997-05-10,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
251,303,303,1,1946-05-06,POPLATEK MESICNE,,,1996-04-06,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
252,304,304,1,1934-03-11,POPLATEK MESICNE,,,1996-12-26,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
253,305,305,1,1938-06-08,POPLATEK MESICNE,classic,1997-10-03,1995-12-05,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
255,308,308,1,1976-06-12,POPLATEK MESICNE,,,1996-11-03,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
256,309,309,1,1969-12-14,POPLATEK MESICNE,classic,1997-05-28,1995-05-14,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
257,310,310,1,1950-04-16,POPLATEK MESICNE,,,1995-11-05,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
258,311,311,1,1930-09-16,POPLATEK MESICNE,,,1997-07-09,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
259,312,312,1,1924-07-03,POPLATEK MESICNE,,,1993-10-28,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
260,313,313,2,1942-05-11,POPLATEK MESICNE,,,1995-10-14,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
261,315,315,1,1967-05-01,POPLATEK MESICNE,,,1996-10-07,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
262,316,316,1,1955-04-28,POPLATEK MESICNE,,,1996-01-27,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
263,317,317,1,1957-10-06,POPLATEK TYDNE,,,1997-01-03,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
264,318,318,1,1943-04-02,POPLATEK MESICNE,,,1996-02-09,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
265,319,319,2,1929-04-04,POPLATEK MESICNE,,,1996-07-05,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
266,321,321,1,1943-10-24,POPLATEK MESICNE,classic,1997-11-21,1994-05-11,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
267,322,322,2,1933-02-01,POPLATEK MESICNE,,,1995-04-26,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
268,324,324,1,1960-12-03,POPLATEK MESICNE,,,1996-05-29,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
269,325,325,1,1960-02-21,POPLATEK MESICNE,,,1996-08-30,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
270,326,326,2,1967-09-18,POPLATEK MESICNE,gold,1998-04-10,1995-01-23,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
271,328,328,1,1918-01-24,POPLATEK MESICNE,,,1996-08-13,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
272,329,329,1,1964-12-03,POPLATEK MESICNE,,,1996-10-23,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
273,330,330,1,1944-08-05,POPLATEK PO OBRATU,,,1993-07-11,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
274,331,331,1,1942-03-02,POPLATEK MESICNE,,,1993-08-20,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
275,332,332,1,1978-07-25,POPLATEK MESICNE,,,1996-01-02,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
276,333,333,1,1971-10-19,POPLATEK MESICNE,classic,1998-10-13,1997-12-08,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
277,334,334,1,1969-10-31,POPLATEK PO OBRATU,classic,1997-01-24,1994-05-01,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
278,335,335,1,1967-07-22,POPLATEK MESICNE,classic,1998-01-25,1996-04-08,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
279,336,336,2,1964-02-11,POPLATEK MESICNE,,,1993-04-14,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
280,338,338,1,1951-06-19,POPLATEK MESICNE,,,1993-01-23,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
281,339,339,2,1966-07-30,POPLATEK MESICNE,classic,1998-11-22,1996-10-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
282,341,341,2,1977-03-16,POPLATEK MESICNE,,,1997-05-12,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
283,343,343,1,1919-11-19,POPLATEK MESICNE,,,1996-04-18,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
284,344,344,1,1963-07-16,POPLATEK MESICNE,,,1997-07-18,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
285,345,345,2,1953-12-07,POPLATEK MESICNE,,,1995-05-08,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
286,347,347,2,1959-12-13,POPLATEK MESICNE,classic,1996-11-09,1996-03-27,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
287,349,349,1,1927-05-27,POPLATEK MESICNE,,,1993-10-27,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
288,350,350,1,1925-04-02,POPLATEK MESICNE,,,1995-03-18,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
289,351,351,1,1973-05-01,POPLATEK MESICNE,,,1994-03-17,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
290,352,352,1,1940-08-27,POPLATEK MESICNE,,,1993-12-02,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
291,353,353,1,1965-10-26,POPLATEK MESICNE,,,1997-06-08,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
292,354,354,2,1922-04-27,POPLATEK MESICNE,,,1997-02-26,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123
293,356,356,2,1979-12-07,POPLATEK MESICNE,,,1997-05-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
294,358,358,1,1959-06-26,POPLATEK MESICNE,classic,1998-03-11,1997-01-05,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
295,359,359,1,1970-02-16,POPLATEK MESICNE,,,1997-11-23,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
296,360,360,1,1943-04-27,POPLATEK MESICNE,,,1996-02-14,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123
297,361,361,1,1977-05-25,POPLATEK MESICNE,,,1996-09-08,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
298,362,362,2,1950-04-27,POPLATEK MESICNE,,,1997-12-02,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
299,364,364,1,1942-12-05,POPLATEK MESICNE,,,1993-04-05,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
300,365,365,2,1930-01-09,POPLATEK MESICNE,classic,1997-10-27,1993-06-23,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
301,367,367,2,1963-09-03,POPLATEK MESICNE,,,1995-09-10,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
302,369,369,1,1930-11-06,POPLATEK MESICNE,,,1996-05-09,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
303,370,370,1,1956-01-05,POPLATEK MESICNE,classic,1998-10-18,1996-07-25,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
304,371,371,1,1942-07-16,POPLATEK MESICNE,,,1997-03-20,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
305,372,372,1,1932-04-03,POPLATEK MESICNE,,,1996-10-18,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
306,373,373,1,1936-02-28,POPLATEK MESICNE,,,1993-06-08,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
307,374,374,1,1967-06-14,POPLATEK MESICNE,classic,1998-10-18,1997-08-07,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
308,375,375,1,1969-09-29,POPLATEK MESICNE,,,1995-10-16,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
309,376,376,1,1973-01-08,POPLATEK MESICNE,,,1997-04-25,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
311,378,378,2,1978-05-15,POPLATEK MESICNE,junior,1998-03-27,1997-08-08,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
312,380,380,1,1973-01-19,POPLATEK MESICNE,,,1996-01-03,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
313,381,381,2,1977-01-26,POPLATEK MESICNE,,,1996-07-06,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
314,383,383,2,1939-05-17,POPLATEK PO OBRATU,,,1996-01-26,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
315,385,385,1,1948-03-24,POPLATEK MESICNE,,,1997-12-08,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
316,386,386,1,1980-08-21,POPLATEK MESICNE,,,1997-05-08,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
317,387,387,1,1927-06-06,POPLATEK MESICNE,,,1993-03-10,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
318,388,388,1,1950-10-30,POPLATEK MESICNE,,,1994-09-16,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
319,389,389,1,1974-06-30,POPLATEK TYDNE,,,1995-10-17,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
